Nr. SISF,Taxon ID,Rangstufe,Taxonname,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF,Ist Teil von: Taxon ID
27200,1003040,sp,Alyssum montanum L.,Brassicaceae,I,,,,
27210,1003041,subsp (single),Alyssum montanum L. subsp. montanum,Brassicaceae,I,,Alyssum montanum L.,27200,1003040
27250,1003050,sp,Alyssum murale Waldst. & Kit.,Brassicaceae,N,,,,
27270,1003055,sp,Alyssum orophilum Jord. & Fourr.,Brassicaceae,,x,,,
27400,1003060,sp,Alyssum simplex Rudolphi,Brassicaceae,N,,,,
27500,1003070,sp,Amaranthus albus L.,Amaranthaceae,N,,,,
27550,1003080,sp,Amaranthus blitoides S. Watson,Amaranthaceae,N,,,,
27600,1003085,aggr,Amaranthus blitum aggr.,Amaranthaceae,A/N,,,,
27570,1003090,sp,Amaranthus blitum L.,Amaranthaceae,A,,Amaranthus blitum aggr.,27600,1003085
27700,1003100,sp,Amaranthus bouchonii Thell.,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400,1003170
27800,1003110,sp,Amaranthus caudatus L.,Amaranthaceae,NC,,,,
27850,1003135,sp,Amaranthus cruentus L.,Amaranthaceae,NC,,Amaranthus hybridus aggr.,28400,1003170
28100,1003140,sp,Amaranthus deflexus L.,Amaranthaceae,N,,,,
28150,1003150,sp,Amaranthus emarginatus Uline & W. L. Bray,Amaranthaceae,N,,Amaranthus blitum aggr.,27600,1003085
28200,1003160,sp,Amaranthus graecizans L.,Amaranthaceae,N,,,,
28400,1003170,aggr,Amaranthus hybridus aggr.,Amaranthaceae,N,,,,
28250,1003185,sp,Amaranthus hybridus L.,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400,1003170
28470,1003195,sp,Amaranthus hypochondriacus L.,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400,1003170
28850,1003210,sp,Amaranthus powellii S. Watson,Amaranthaceae,N,,Amaranthus hybridus aggr.,28400,1003170
28900,1003220,sp,Amaranthus retroflexus L.,Amaranthaceae,N,,,,
29000,1003230,sp,Ambrosia artemisiifolia L.,Asteraceae,N,,,,
29050,1003235,sp,Ambrosia confertiflora DC.,Asteraceae,,x,,,
29200,1003250,sp,Ambrosia psilostachya DC.,Asteraceae,N,,,,
29230,1003260,sp,Ambrosia trifida L.,Asteraceae,N,,,,
29260,1003280,sp,Amelanchier lamarckii F. G. Schroed.,Rosaceae,NC,,,,
29300,1003290,sp,Amelanchier ovalis Medik.,Rosaceae,I,,,,
29400,1003300,sp,Ammi majus L.,Apiaceae,N,,,,
29450,1003310,sp,Ammi visnaga (L.) Lam.,Apiaceae,N,,,,
29500,1003320,sp,Amorpha fruticosa L.,Fabaceae,N,,,,
29550,1003340,sp,Amsinckia lycopsoides Lehm.,Boraginaceae,N,,,,
29600,1003350,sp,Anacamptis pyramidalis (L.) Rich.,Orchidaceae,I,,,,
29610,1003351,subsp,Anacamptis pyramidalis (L.) Rich. subsp. pyramidalis,Orchidaceae,I,,Anacamptis pyramidalis (L.) Rich.,29600,1003350
29620,1003355,subsp,Anacamptis pyramidalis subsp. tanayensis (Chenevard) Quentin,Orchidaceae,I,,Anacamptis pyramidalis (L.) Rich.,29600,1003350
29700,1003380,sp,Anagallis arvensis L.,Primulaceae,A,,,,
29900,1003390,sp,Anagallis foemina Mill.,Primulaceae,A,,,,
30000,1003400,sp,Anagallis minima (L.) E. H. L. Krause,Primulaceae,I,,,,
30100,1003410,sp,Anagallis tenella (L.) L.,Primulaceae,I,,,,
30150,1003420,sp,Anaphalis margaritacea (L.) Benth.,Asteraceae,N,,,,
30200,1003430,sp,Anarrhinum bellidifolium (L.) Willd.,Plantaginaceae,N,,,,
30300,1003440,sp,Anchusa arvensis (L.) M. Bieb.,Boraginaceae,A,,,,
30500,1003450,sp,Anchusa hybrida Ten.,Boraginaceae,N,,,,
30600,1003460,sp,Anchusa italica Retz.,Boraginaceae,N,,,,
30700,1003470,sp,Anchusa ochroleuca M. Bieb.,Boraginaceae,N,,,,
30800,1003480,sp,Anchusa officinalis L.,Boraginaceae,I,,,,
31000,1003490,sp,Andromeda polifolia L.,Ericaceae,I,,,,
31250,1003501,sp,Androsace albimontana D. Jord. & Jacquemoud,Primulaceae,I,,,,
31300,1003500,sp,Androsace alpina (L.) Lam.,Primulaceae,I,,,,
31400,1003510,sp,Androsace brevis (Hegetschw.) Ces.,Primulaceae,I,,,,
31500,1003520,sp,Androsace brigantiaca Jord. & Fourr.,Primulaceae,,x,Androsace carnea aggr.,31600,1003530
31600,1003530,aggr,Androsace carnea aggr.,Primulaceae,I,,,,
31800,1003540,sp,Androsace chamaejasme Wulfen,Primulaceae,I,,,,
31900,1003550,sp,Androsace halleri L.,Primulaceae,,x,Androsace carnea aggr.,31600,1003530
32000,1003560,sp,Androsace hausmannii Leyb.,Primulaceae,,x,,,
32100,1003570,sp,Androsace helvetica (L.) All.,Primulaceae,I,,,,
32200,1003580,sp,Androsace lactea L.,Primulaceae,I,,,,
32300,1003590,sp,Androsace maxima L.,Primulaceae,A,,,,
32400,1003600,sp,Androsace obtusifolia All.,Primulaceae,I,,,,
32500,1003610,sp,Androsace puberula Jord. & Fourr.,Primulaceae,I,,Androsace carnea aggr.,31600,1003530
32600,1003620,sp,Androsace pubescens DC.,Primulaceae,I,,,,
32800,1003640,sp,Androsace septentrionalis L.,Primulaceae,I,,,,
32900,1003650,sp,Androsace vandellii (Turra) Chiov.,Primulaceae,I,,,,
33000,1003660,sp,Androsace villosa L.,Primulaceae,I,,,,
33100,1003670,sp,Androsace vitaliana (L.) Lapeyr.,Primulaceae,I,,,,
33150,1003680,subsp,Androsace vitaliana (L.) Lapeyr. subsp. vitaliana,Primulaceae,I,,Androsace vitaliana (L.) Lapeyr.,33100,1003670
33170,1003690,subsp,Androsace vitaliana subsp. sesleri (Sünd.) Kress,Primulaceae,,x,Androsace vitaliana (L.) Lapeyr.,33100,1003670
33200,1003700,sp,Androsace wulfeniana W. D. J. Koch,Primulaceae,,x,,,
33250,1003710,sp,Anemone apennina L.,Ranunculaceae,N,,,,
33300,1003720,sp,Anemone baldensis L.,Ranunculaceae,I,,,,
33350,1003730,sp,Anemone blanda Schott & Kotschy,Ranunculaceae,N,,,,
33370,1003750,sp,Anemone hupehensis (Lemoine) Lemoine,Ranunculaceae,N,,,,
33400,1003760,sp,Anemone narcissiflora L.,Ranunculaceae,I,,,,
33600,1003770,sp,Anemone nemorosa L.,Ranunculaceae,I,,,,
33700,1003780,sp,Anemone ranunculoides L.,Ranunculaceae,I,,,,
33800,1003790,sp,Anemone sylvestris L.,Ranunculaceae,I,,,,
33850,1003795,sp,Anemone trifolia L.,Ranunculaceae,,x,,,
33900,1003800,sp,Anethum graveolens L.,Apiaceae,AC,,,,
34000,1003810,sp,Angelica pyrenaea (L.) Spreng.,Apiaceae,,x,,,
34100,1003820,sp,Angelica sylvestris L.,Apiaceae,I,,,,
34130,1075967,subsp,Angelica sylvestris L. subsp. sylvestris,Apiaceae,I,,Angelica sylvestris L.,34100,1003820
34160,1075968,subsp,Angelica sylvestris subsp. bernardae Reduron,Apiaceae,I,,Angelica sylvestris L.,34100,1003820
34200,1003830,sp,Anogramma leptophylla (L.) Link,Pteridaceae,I,,,,
34300,1003840,sp,Antennaria carpatica (Wahlenb.) Bluff & Fingerh.,Asteraceae,I,,,,
34400,1003850,sp,Antennaria dioica (L.) Gaertn.,Asteraceae,I,,,,
34500,1003860,sp,Anthemis altissima L.,Asteraceae,N,,,,
34600,1003870,sp,Anthemis arvensis L.,Asteraceae,I,,,,
34630,1003875,subsp (single),Anthemis arvensis L. subsp. arvensis,Asteraceae,I,,Anthemis arvensis L.,34600,1003870
34700,1003880,sp,Anthemis austriaca Jacq.,Asteraceae,N,,,,
34800,1003890,sp,Anthemis cotula L.,Asteraceae,A,,,,
34900,1003900,sp,Anthemis tinctoria L.,Asteraceae,A,,,,
35000,1003910,sp,Anthemis triumfettii (L.) DC.,Asteraceae,I,,,,
35100,1003920,sp,Anthericum liliago L.,Asparagaceae,I,,,,
35200,1003930,sp,Anthericum ramosum L.,Asparagaceae,I,,,,
35300,1003940,sp,Anthoxanthum alpinum Á. Löve & D. Löve,Poaceae,I,,Anthoxanthum odoratum aggr.,35500,1003960
35350,1003950,sp,Anthoxanthum aristatum Boiss.,Poaceae,N,,,,
35500,1003960,aggr,Anthoxanthum odoratum aggr.,Poaceae,I,,,,
35400,1003970,sp,Anthoxanthum odoratum L.,Poaceae,I,,Anthoxanthum odoratum aggr.,35500,1003960
35600,1003980,sp,Anthriscus caucalis M. Bieb.,Apiaceae,I,,,,
35700,1003990,sp,Anthriscus cerefolium (L.) Hoffm.,Apiaceae,A,,,,
35800,1004000,sp,Anthriscus nitida (Wahlenb.) Hazsl.,Apiaceae,I,,,,
35900,1004010,sp,Anthriscus sylvestris (L.) Hoffm.,Apiaceae,I,,,,
35930,1004035,subsp,Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris,Apiaceae,I,,Anthriscus sylvestris (L.) Hoffm.,35900,1004010
35950,1004020,subsp,Anthriscus sylvestris subsp. alpina (Vill.) Gremli,Apiaceae,,x,Anthriscus sylvestris (L.) Hoffm.,35900,1004010
35980,1004030,subsp,Anthriscus sylvestris subsp. stenophylla (Rouy & E. G. Camus) Briq.,Apiaceae,I,,Anthriscus sylvestris (L.) Hoffm.,35900,1004010
36395,1004040,sp,Anthyllis montana L.,Fabaceae,I,,,,
36400,1004050,subsp,Anthyllis montana L. subsp. montana,Fabaceae,I,,Anthyllis montana L.,36395,1004040
36500,1004060,subsp,Anthyllis montana subsp. jacquinii (A. Kern.) Hayek,Fabaceae,,x,Anthyllis montana L.,36395,1004040
36790,1004070,sp,Anthyllis vulneraria L.,Fabaceae,I/N,,,,
36800,1004080,subsp,Anthyllis vulneraria L. subsp. vulneraria,Fabaceae,N,,Anthyllis vulneraria L.,36790,1004070
36900,1004090,subsp,Anthyllis vulneraria subsp. alpestris (Schult.) Asch. & Graebn.,Fabaceae,I,,Anthyllis vulneraria L.,36790,1004070
37000,1004100,subsp,Anthyllis vulneraria subsp. carpatica (Pant.) Nyman,Fabaceae,I,,Anthyllis vulneraria L.,36790,1004070
37150,1004110,subsp,Anthyllis vulneraria subsp. guyotii (Chodat) Grenon,Fabaceae,I,,Anthyllis vulneraria L.,36790,1004070
37200,1004120,subsp,Anthyllis vulneraria subsp. polyphylla (DC.) Nyman,Fabaceae,I,,Anthyllis vulneraria L.,36790,1004070
37300,1004150,subsp,Anthyllis vulneraria subsp. valesiaca (Beck) Guyot,Fabaceae,I,,Anthyllis vulneraria L.,36790,1004070
37500,1004170,sp,Antirrhinum latifolium Mill.,Plantaginaceae,,x,,,
37600,1004180,sp,Antirrhinum majus L.,Plantaginaceae,N,,,,
37800,1004190,sp,Apera interrupta (L.) P. Beauv.,Poaceae,A,,,,
37900,1004200,sp,Apera spica-venti (L.) P. Beauv.,Poaceae,A,,,,
38000,1004210,sp,Aphanes arvensis L.,Rosaceae,A,,,,
38050,1004220,sp,Aphanes australis Rydb.,Rosaceae,A,,,,
38300,1004230,sp,Aphyllanthes monspeliensis L.,Asparagaceae,,x,,,
38350,1004240,sp,Apios americana Medik.,Fabaceae,N,,,,
38400,1004250,sp,Apium graveolens L.,Apiaceae,AC,,,,
38500,1004270,sp,Apium nodiflorum (L.) Lag.,Apiaceae,I,,,,
38600,1004280,sp,Apium repens (Jacq.) Lag.,Apiaceae,I,,,,
38700,1004290,sp,Aposeris foetida (L.) Less.,Asteraceae,I,,,,
38800,1004300,sp,Aquilegia alpina L.,Ranunculaceae,I,,,,
38900,1004310,sp,Aquilegia atrata W. D. J. Koch,Ranunculaceae,I,,,,
39000,1004320,sp,Aquilegia einseleana F. W. Schultz,Ranunculaceae,I,,,,
39100,1004330,sp,Aquilegia vulgaris L.,Ranunculaceae,I,,,,
39200,1004340,sp,Arabidopsis thaliana (L.) Heynh.,Brassicaceae,I,,,,
39300,1004350,sp,Arabis allionii DC.,Brassicaceae,,x,Arabis hirsuta aggr.,40605,1004470
39350,1004360,sp,Arabis alpina L.,Brassicaceae,I,,,,
39400,1004370,subsp,Arabis alpina L. subsp. alpina,Brassicaceae,I,,Arabis alpina L.,39350,1004360
39500,1004380,subsp,Arabis alpina subsp. caucasica (Willd.) Briq.,Brassicaceae,N,,Arabis alpina L.,39350,1004360
39600,1004390,sp,Arabis auriculata Lam.,Brassicaceae,I,,,,
39650,1004400,sp,Arabis bellidifolia Crantz,Brassicaceae,I,,,,
39700,1004410,subsp,Arabis bellidifolia Crantz subsp. bellidifolia,Brassicaceae,I,,Arabis bellidifolia Crantz,39650,1004400
39800,1004420,subsp,Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet,Brassicaceae,I,,Arabis bellidifolia Crantz,39650,1004400
40000,1004430,sp,Arabis caerulea All.,Brassicaceae,I,,,,
40200,1004440,sp,Arabis ciliata Clairv.,Brassicaceae,I,,,,
40300,1004450,sp,Arabis collina Ten.,Brassicaceae,I,,,,
40600,1004460,sp,Arabis hirsuta (L.) Scop.,Brassicaceae,I,,Arabis hirsuta aggr.,40605,1004470
40605,1004470,aggr,Arabis hirsuta aggr.,Brassicaceae,I,,,,
41000,1004480,sp,Arabis nemorensis (Hoffm.) W. D. J. Koch,Brassicaceae,I,,Arabis hirsuta aggr.,40605,1004470
41100,1004490,sp,Arabis nova Vill.,Brassicaceae,I,,,,
41250,1004500,sp,Arabis planisiliqua (Pers.) Rchb.,Brassicaceae,,x,Arabis hirsuta aggr.,40605,1004470
41350,1004510,sp,Arabis procurrens Waldst. & Kit.,Brassicaceae,N,,,,
41550,1004520,sp,Arabis rosea DC.,Brassicaceae,N,,,,
41600,1004530,sp,Arabis sagittata (Bertol.) DC.,Brassicaceae,I,,Arabis hirsuta aggr.,40605,1004470
41700,1004540,sp,Arabis scabra All.,Brassicaceae,I,,,,
41800,1004560,sp,Arabis serpillifolia Vill.,Brassicaceae,I,,,,
42000,1004570,sp,Arabis subcoriacea Gren.,Brassicaceae,I,,,,
42100,1004580,sp,Arabis turrita L.,Brassicaceae,I,,,,
42150,1004590,sp,Aralia elata (Miq.) Seem.,Araliaceae,N,,,,
42200,1004610,sp,Arctium lappa L.,Asteraceae,I,,,,
42300,1004620,sp,Arctium minus Bernh.,Asteraceae,I,,,,
42400,1004630,subsp,Arctium minus Bernh. subsp. minus,Asteraceae,I,,Arctium minus Bernh.,42300,1004620
42500,1004640,subsp,Arctium minus subsp. pubens (Bab.) Arènes,Asteraceae,I,,Arctium minus Bernh.,42300,1004620
42600,1004650,sp,Arctium nemorosum Lej.,Asteraceae,I,,,,
42800,1004670,sp,Arctium tomentosum Mill.,Asteraceae,A,,,,
43000,1004680,sp,Arctostaphylos alpina (L.) Spreng.,Ericaceae,I,,,,
43100,1004690,sp,Arctostaphylos uva-ursi (L.) Spreng.,Ericaceae,I,,,,
43200,1004700,sp,Aremonia agrimonoides (L.) DC.,Rosaceae,N,,,,
43400,1004720,sp,Arenaria biflora L.,Caryophyllaceae,I,,,,
43505,1004730,aggr,Arenaria ciliata aggr.,Caryophyllaceae,I,,,,
43500,1004740,sp,Arenaria ciliata L.,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505,1004730
43530,1004745,subsp,Arenaria ciliata L. subsp. ciliata,Caryophyllaceae,I,,Arenaria ciliata L.,43500,1004740
43560,1004748,subsp,Arenaria ciliata subsp. bernensis Favarger,Caryophyllaceae,I,,Arenaria ciliata L.,43500,1004740
43800,1004750,sp,Arenaria gothica Fr.,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505,1004730
43900,1004760,sp,Arenaria grandiflora L.,Caryophyllaceae,I,,,,
44000,1004770,sp,Arenaria leptoclados (Rchb.) Guss.,Caryophyllaceae,I,,Arenaria serpyllifolia aggr.,44305,1004800
44100,1004780,sp,Arenaria marschlinsii W. D. J. Koch,Caryophyllaceae,I,,,,
44200,1004790,sp,Arenaria multicaulis L.,Caryophyllaceae,I,,Arenaria ciliata aggr.,43505,1004730
44305,1004800,aggr,Arenaria serpyllifolia aggr.,Caryophyllaceae,I,,,,
44300,1004810,sp,Arenaria serpyllifolia L.,Caryophyllaceae,I,,Arenaria serpyllifolia aggr.,44305,1004800
44500,1004820,sp,Argyrolobium zanonii (Turra) P. W. Ball,Fabaceae,,x,,,
44600,1004830,sp,Aristolochia clematitis L.,Aristolochiaceae,A,,,,
44650,1004840,sp,Aristolochia lutea Desf.,Aristolochiaceae,,x,,,
44700,1004850,sp,Aristolochia pallida Willd.,Aristolochiaceae,,x,,,
44800,1004860,sp,Aristolochia rotunda L.,Aristolochiaceae,I,,,,
45170,1004867,subsp,Armeria alpina subsp. purpurea (W. D. J. Koch) O. Schwarz,Plumbaginaceae,I,,Armeria alpina Willd.,45150,1004865
45150,1004865,sp,Armeria alpina Willd.,Plumbaginaceae,I,,,,
45160,1004866,subsp,Armeria alpina Willd. subsp. alpina,Plumbaginaceae,I,,Armeria alpina Willd.,45150,1004865
45200,1004890,sp,Armeria arenaria (Pers.) Schult.,Plumbaginaceae,I,,,,
45250,1004895,subsp (single),Armeria arenaria (Pers.) Schult. subsp. arenaria,Plumbaginaceae,I,,Armeria arenaria (Pers.) Schult.,45200,1004890
45600,1004900,sp,Armoracia rusticana G. Gaertn. & al.,Brassicaceae,A,,,,
45700,1004910,sp,Arnica montana L.,Asteraceae,I,,,,
45800,1004920,sp,Arnoseris minima (L.) Schweigg. & Körte,Asteraceae,I,,,,
45900,1004930,sp,Arrhenatherum elatius (L.) J. Presl & C. Presl,Poaceae,I/A,,,,
45930,1004931,subsp,Arrhenatherum elatius (L.) J. Presl & C. Presl subsp. elatius,Poaceae,I,,Arrhenatherum elatius (L.) J. Presl & C. Presl,45900,1004930
45960,1004935,subsp,Arrhenatherum elatius subsp. bulbosum (Willd.) Schübl. & G. Martens,Poaceae,A,,Arrhenatherum elatius (L.) J. Presl & C. Presl,45900,1004930
46000,1004940,sp,Artemisia abrotanum L.,Asteraceae,AC,,,,
46100,1004950,sp,Artemisia absinthium L.,Asteraceae,I,,,,
46200,1004960,sp,Artemisia alba Turra,Asteraceae,,x,,,
46300,1004970,sp,Artemisia annua L.,Asteraceae,N,,,,
46400,1004980,sp,Artemisia atrata Lam.,Asteraceae,,x,,,
46450,1004990,sp,Artemisia biennis Willd.,Asteraceae,N,,,,
46500,1005000,sp,Artemisia borealis Pall.,Asteraceae,I,,Artemisia campestris aggr.,46780,1005005
46780,1005005,aggr,Artemisia campestris aggr.,Asteraceae,I,,,,
46700,1005010,sp,Artemisia campestris L.,Asteraceae,I,,Artemisia campestris aggr.,46780,1005005
46750,1005020,subsp,Artemisia campestris L. subsp. campestris,Asteraceae,I,,Artemisia campestris L.,46700,1005010
46760,1005030,subsp,Artemisia campestris subsp. alpina (DC.) Arcang.,Asteraceae,I,,Artemisia campestris L.,46700,1005010
46800,1005040,sp,Artemisia chamaemelifolia Vill.,Asteraceae,,x,,,
46900,1005050,sp,Artemisia dracunculus L.,Asteraceae,NC,,,,
46950,1005060,sp,Artemisia eriantha Ten.,Asteraceae,,x,,,
47000,1005080,sp,Artemisia genipi Weber,Asteraceae,I,,,,
47200,1005090,sp,Artemisia glacialis L.,Asteraceae,I,,,,
47400,1005100,sp,Artemisia nitida Bertol.,Asteraceae,,x,,,
47500,1005110,sp,Artemisia nivalis Braun-Blanq.,Asteraceae,I,,,,
47600,1005120,sp,Artemisia pontica L.,Asteraceae,N,,,,
47700,1005130,sp,Artemisia umbelliformis Lam.,Asteraceae,I,,,,
47800,1005140,sp,Artemisia vallesiaca All.,Asteraceae,I,,,,
47900,1005150,sp,Artemisia verlotiorum Lamotte,Asteraceae,N,,,,
48000,1005160,sp,Artemisia vulgaris L.,Asteraceae,I,,,,
48100,1005170,sp,Arum italicum Mill.,Araceae,A,,,,
48200,1005180,sp,Arum maculatum L.,Araceae,I,,,,
48300,1005190,sp,Aruncus dioicus (Walter) Fernald,Rosaceae,I,,,,
48500,1005200,sp,Arundo donax L.,Poaceae,NC,,,,
48600,1005210,sp,Asarina procumbens Mill.,Plantaginaceae,N,,,,
48700,1005220,sp,Asarum europaeum L.,Aristolochiaceae,I,,,,
48800,1005240,sp,Asclepias syriaca L.,Apocynaceae,N,,,,
48900,1005260,sp,Asparagus officinalis L.,Asparagaceae,A,,,,
49000,1005270,sp,Asparagus tenuifolius Lam.,Asparagaceae,I,,,,
49100,1005280,sp,Asperugo procumbens L.,Boraginaceae,A,,,,
49200,1005290,sp,Asperula aristata L. f.,Rubiaceae,I,,Asperula cynanchica aggr.,49410,1005315
49300,1005310,sp,Asperula arvensis L.,Rubiaceae,A,,,,
49410,1005315,aggr,Asperula cynanchica aggr.,Rubiaceae,I,,,,
49400,1005320,sp,Asperula cynanchica L.,Rubiaceae,I,,Asperula cynanchica aggr.,49410,1005315
49450,1005325,sp,Asperula neilreichii Beck,Rubiaceae,I,,Asperula cynanchica aggr.,49410,1005315
49500,1005330,sp,Asperula purpurea (L.) Ehrend.,Rubiaceae,I,,,,
49600,1005340,sp,Asperula taurina L.,Rubiaceae,I,,,,
49700,1005350,sp,Asperula tinctoria L.,Rubiaceae,I,,,,
49800,1005370,sp,Asphodelus albus Mill.,Asphodelaceae,I,,,,
51600,1005620,hybrid,Asplenium ×alternifolium Wulfen,Aspleniaceae,I,,,,
51750,1005630,hybrid,Asplenium ×murbeckii Dörfl.,Aspleniaceae,I,,,,
51770,1005635,hybrid,Asplenium ×ticinense D. E. Mey.,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910,1005639
49910,1005639,aggr,Asplenium adiantum-nigrum aggr.,Aspleniaceae,I,,,,
49900,1005380,sp,Asplenium adiantum-nigrum L.,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910,1005639
49950,1005400,sp,Asplenium adulterinum Milde,Aspleniaceae,I,,,,
50100,1005410,sp,Asplenium billotii F. W. Schultz,Aspleniaceae,I,,,,
50200,1000377,sp,Asplenium ceterach L.,Aspleniaceae,I,,,,
50250,1000378,subsp (single),Asplenium ceterach L. subsp. ceterach,Aspleniaceae,I,,Asplenium ceterach L.,50200,1000377
50300,1005420,sp,Asplenium cuneifolium Viv.,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910,1005639
50400,1005430,sp,Asplenium fissum Willd.,Aspleniaceae,I,,,,
50500,1005440,sp,Asplenium fontanum (L.) Bernh.,Aspleniaceae,I,,,,
50600,1005450,sp,Asplenium foreziense Magnier,Aspleniaceae,I,,,,
50700,1005460,sp,Asplenium lepidum C. Presl,Aspleniaceae,,x,,,
50800,1005470,sp,Asplenium onopteris L.,Aspleniaceae,I,,Asplenium adiantum-nigrum aggr.,49910,1005639
50830,1005480,sp,Asplenium petrarchae (Guérin) DC.,Aspleniaceae,NC,,,,
50850,1005490,sp,Asplenium presolanense (Mokry & al.) J. C. Vogel & Rumsey,Aspleniaceae,,x,,,
50900,1005500,sp,Asplenium ruta-muraria L.,Aspleniaceae,I,,,,
50910,1005510,subsp,Asplenium ruta-muraria L. subsp. ruta-muraria,Aspleniaceae,I,,Asplenium ruta-muraria L.,50900,1005500
50930,1005520,subsp,Asplenium ruta-muraria subsp. dolomiticum Lovis & Reichst.,Aspleniaceae,,x,Asplenium ruta-muraria L.,50900,1005500
51100,1005530,sp,Asplenium seelosii Leyb.,Aspleniaceae,I,,,,
51200,1005540,sp,Asplenium septentrionale (L.) Hoffm.,Aspleniaceae,I,,,,
51400,1005550,sp,Asplenium trichomanes L.,Aspleniaceae,I,,,,
51420,1005560,subsp,Asplenium trichomanes L. subsp. trichomanes,Aspleniaceae,I,,Asplenium trichomanes L.,51400,1005550
51440,1005570,subsp,Asplenium trichomanes subsp. hastatum (Christ) S. Jess.,Aspleniaceae,I,,Asplenium trichomanes L.,51400,1005550
51460,1005590,subsp,Asplenium trichomanes subsp. pachyrachis (Christ) Lovis & Reichst.,Aspleniaceae,I,,Asplenium trichomanes L.,51400,1005550
51480,1005600,subsp,Asplenium trichomanes subsp. quadrivalens D. E. Mey.,Aspleniaceae,I,,Asplenium trichomanes L.,51400,1005550
51500,1005610,sp,Asplenium viride Huds.,Aspleniaceae,I,,,,
52600,1005750,hybrid,Aster ×salignus Willd.,Asteraceae,N,,Aster novi-belgii aggr.,52500,1005710
52800,1005760,hybrid,Aster ×versicolor Willd.,Asteraceae,N,,Aster novi-belgii aggr.,52500,1005710
51800,1005640,sp,Aster alpinus L.,Asteraceae,I,,,,
51900,1005650,sp,Aster amellus L.,Asteraceae,I,,,,
52000,1005660,sp,Aster bellidiastrum (L.) Scop.,Asteraceae,I,,,,
52050,1005670,sp,Aster laevis L.,Asteraceae,N,,,,
52100,1005680,sp,Aster lanceolatus Willd.,Asteraceae,N,,Aster novi-belgii aggr.,52500,1005710
52200,1005690,sp,Aster linosyris (L.) Bernh.,Asteraceae,I,,,,
52300,1005700,sp,Aster novae-angliae L.,Asteraceae,N,,,,
52500,1005710,aggr,Aster novi-belgii aggr.,Asteraceae,N,,,,
52400,1005720,sp,Aster novi-belgii L.,Asteraceae,N,,Aster novi-belgii aggr.,52500,1005710
52430,1005740,sp,Aster parviflorus Nees,Asteraceae,N,,Aster novi-belgii aggr.,52500,1005710
52450,1005730,sp,Aster squamatus (Spreng.) Hieron.,Asteraceae,N,,,,
53100,1005780,sp,Astragalus alopecurus Pall.,Fabaceae,,x,,,
53200,1005790,sp,Astragalus alpinus L.,Fabaceae,I,,,,
53300,1005800,sp,Astragalus australis (L.) Lam.,Fabaceae,I,,,,
53500,1005830,sp,Astragalus cicer L.,Fabaceae,I,,,,
53600,1005840,sp,Astragalus danicus Retz.,Fabaceae,,x,,,
53700,1005850,sp,Astragalus depressus L.,Fabaceae,I,,,,
53800,1005860,sp,Astragalus exscapus L.,Fabaceae,I,,,,
53900,1005870,sp,Astragalus frigidus (L.) A. Gray,Fabaceae,I,,,,
54000,1005880,sp,Astragalus glycyphyllos L.,Fabaceae,I,,,,
