ID,elevation,canton,municipality,mgroup,LU1980,LU2000,LU2020,LNF_Code,plotID,priority,Latitude,Longitude,slope,exposition,Nutzungsid,P.Test.CO2.
MP3-BE-GR-40,1200,Bern,Grindelwald,FWi,Fettwiese,NA,TRUE,613,81/033,MP3,46.63285149949083,8.041956702704667,35,S,322030,5
MP3-BE-GR-41,1280,Bern,Grindelwald,MWi,Frischer Magerrasen,NA,TRUE,613,79/116,MP3,46.60868351074542,8.01871353975073,50,E,601832,7.2
MP3-BE-GR-42,1350,Bern,Grindelwald,FWi,Fettwiese,NA,TRUE,611,80/102,MP3,46.624745269083974,7.9906824167573,50,E,236158,4.8
MP3-BE-GR-43,1385,Bern,Grindelwald,FWi,Fettwiese,NA,TRUE,613,Gr017,MP3,46.64061386018676,8.05392879605537,20,SW,209426,13.2
MP3-BE-GR-44,1420,Bern,Grindelwald,FWi,Fettwiese,NA,TRUE,613,80/001,MP3,46.6426083822805,8.016595723443034,30,SSE,218665,6.5
MP3-BE-GR-45,1500,Bern,Grindelwald,MWi,Basiphiler Magerrasen,NA,TRUE,611,81/051,MP3,46.64438751010485,8.020533295747938,90,S,847194,4.2
MP3-BE-GR-46,1580,Bern,Grindelwald,MWi,Frischer Magerrasen,NA,TRUE,613,81/073,MP3,46.650263237838445,8.066056870848014,20,SW,322755,6.8
MP4-NI-EN-6,636,Nidwalden,Ennetmoos,CE,NA,OE,TRUE,611,ENOE02,MP4,46.95335172135295,8.34813848583895,15,333,7361,NA
MP4-GR-BO-3,759,Graubünden,Bonaduz,CE,NA,OE,TRUE,612,BOOE03,MP4,46.8044039387229,9.3658879985189,12,122,72118276120701j00,NA
MP4-GR-RH-5,759,Graubünden,Rhäzüns,CE,NA,OE,TRUE,611,RHOE07,MP4,46.79222379878874,9.394275285938251,20,60,ANU2041688,NA
MP4-BE-BE-7,822,Bern,Beatenberg,CE,NA,OE,TRUE,617,BEOE03,MP4,46.68708621301106,7.815596281475085,35,157,621004,NA
MP4-GR-BO-4,1042,Graubünden,Bonaduz,CE,NA,OE,TRUE,611,BOOE06,MP4,46.7973420947752,9.35777378333768,15,309,ANU2044645,NA
MP4-GR-RH-6,1132,Graubünden,Rhäzüns,CE,NA,OE,TRUE,611,RHOE04,MP4,46.77916197363838,9.391964262534398,25,65,ANU2041061,NA
MP4-GR-FL-5,1223,Graubünden,Flerden,CI,NA,WE,FALSE,613,FLWE10,MP4,46.70566922455433,9.404767823137863,20,49,6622376130000j00,NA
MP4-BE-BE-8,1233,Bern,Beatenberg,CE,NA,OE,TRUE,611,BEOE06,MP4,46.70092643521871,7.82311236099374,33,144,819262,NA
MP4-GL-MA-7,1496,Glarus,Matt,CE,NA,OE,TRUE,611,MAOE08,MP4,46.970391525402846,9.183134105322454,8,209,7999,NA
MP4-GR-SP-4,1513,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI04,MP4,46.55749538340488,9.33361270812399,3,202,7147346130000j00,NA
MP4-GR-PE-6,1558,Graubünden,Peist,CI,NA,WI,FALSE,613,PEWI10,MP4,46.837332499842425,9.68177916551565,35,148,921124336130000j00,NA
MP4-GR-FL-6,1606,Graubünden,Flerden,CE,NA,OE,TRUE,611,FLOE09,MP4,46.70777878675083,9.38510021588007,2,78,ANU1223900,NA
MP4-GR-SP-5,1630,Graubünden,Splügen,CE,NA,OE,TRUE,611,SPOE02,MP4,46.55113505621321,9.337302811738873,15,315,ANU2040005,NA
MP4-GR-LA-10,1691,Graubünden,La Punt-Chamues-ch,CE,NA,OE,TRUE,612,LPOE07,MP4,46.57895356552146,9.935474977841702,0,355,7859006120715j00,NA
MP4-GR-LA-11,1727,Graubünden,La Punt-Chamues-ch,CE,NA,OE,TRUE,611,LPOE11,MP4,46.571208572008366,9.929127277853135,5,332,ANU31262,NA
MP4-GR-FL-7,1745,Graubünden,Flerden,CE,NA,OE,TRUE,612,FLOE04,MP4,46.70703894255881,9.376798773102076,2,85,ANU1224205,NA
MP4-GR-LA-12,1769,Graubünden,La Punt-Chamues-ch,CE,NA,OE,TRUE,611,LPOE08,MP4,46.57232132953762,9.938298308320752,8,287,ANU1605539,NA
MP4-GR-LA-13,1780,Graubünden,La Punt-Chamues-ch,CE,NA,OE,TRUE,611,LPOE03,MP4,46.58317775626449,9.92116844768859,3,117,ANU1605648,NA
MP5-GR-RH-7,721,Graubünden,Rhäzüns,IE,NA,WE,TRUE,611,RHWE09,MP5,46.79220136876256,9.395584616473824,30,86,ANU2020954,NA
MP5-GL-MA-8,1375,Glarus,Matt,CE,NA,OE,TRUE,617,MAOE05,MP5,46.966919807285585,9.188399632651011,50,176,7961,NA
MP6-LU-GR-6,691,Lucerne,Greppen,CI,NA,WE,FALSE,616,GEWE04,MP6,47.053771653120414,8.43891605181875,15,294,LU.KUL.1668013,NA
MP6-GL-MA-9,864,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI08,MP6,46.946082852433975,9.171266443378428,0,51,7743,NA
MP6-GL-MA-10,879,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI07,MP6,46.95603466708877,9.167645335953653,20,62,7597,NA
MP6-GL-MA-11,934,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI11,MP6,46.95499624078174,9.176810108562808,20,304,7809,NA
MP6-GR-FL-8,1072,Graubünden,Flerden,CI,NA,WI,FALSE,613,FLWI10,MP6,46.70641083713791,9.413401931787853,10,36,6622506130000j00,NA
MP6-GR-MA-1,1132,Graubünden,Masein,CI,NA,WI,FALSE,613,FLWI09,MP6,46.700115987511126,9.413171557315732,1,81,3989028225,NA
MP6-GR-TI-4,1313,Graubünden,Tiefencastel,CI,NA,WE,FALSE,616,SVWE07,MP6,46.66780954100154,9.538358440920474,8,53,54232136160000j00,NA
MP6-GL-MA-12,1408,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI06,MP6,46.96942193365669,9.177755509952908,15,209,8093,NA
MP6-GR-TI-5,1434,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI03,MP6,46.66188028009539,9.53855403326466,3,71,54231306130000j00,NA
MP6-GR-SP-6,1447,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI02,MP6,46.560874532490416,9.346776267177924,2,114,7148406130000j00,NA
MP6-GR-SP-7,1458,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI08,MP6,46.552176201158275,9.3288010216904,0,348,7147616130000j00,NA
MP6-GR-ST-1,1472,Graubünden,St. Peter-Pagig,CI,NA,WI,FALSE,613,PEWI01,MP6,46.837716590606725,9.662124521818528,10,152,921123816130000j00,NA
MP6-GR-SP-8,1478,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI11,MP6,46.5480131640949,9.308500817254194,0,107,714336130000j00,NA
MP6-GR-PE-7,1549,Graubünden,Peist,CI,NA,WI,FALSE,613,PEWI13,MP6,46.83676416066698,9.692045176940598,2,202,921125406130000j00,NA
MP6-GR-FL-9,1634,Graubünden,Flerden,CI,NA,WE,FALSE,613,FLWE02,MP6,46.70862042927459,9.38274207578835,10,65,6623026130000j00,NA
MP6-GR-LA-14,1685,Graubünden,La Punt-Chamues-ch,CI,NA,WI,FALSE,613,LPWI07,MP6,46.57326318931645,9.917476078328445,0,315,7857806130000j00,NA
MP6-GR-LA-15,1690,Graubünden,La Punt-Chamues-ch,CI,NA,WI,FALSE,613,LPWI09,MP6,46.57216476121876,9.92656117890666,0,301,7857466130000j00,NA
MP6-GR-LA-16,1700,Graubünden,La Punt-Chamues-ch,CI,NA,WI,FALSE,613,LPWI05,MP6,46.57766369063981,9.938456678909665,1,270,7859106130000j00,NA
MP6-GR-LA-17,1701,Graubünden,La Punt-Chamues-ch,CI,NA,WI,FALSE,613,LPWI08,MP6,46.58295405103594,9.92705765098627,2,129,7855556130000j00,NA
MP6-GR-PE-8,1720,Graubünden,Peist,CI,NA,WI,FALSE,613,PEWI12,MP6,46.84179854143674,9.683973609180246,6,258,921124176130000j00,NA
MP6-GR-MO-1,1889,Graubünden,Mon,CE,NA,OE,TRUE,612,SVOE06,MP6,46.653175771332826,9.522533596799638,6,89,ANU2084621,NA
MP6-GR-TI-6,2003,Graubünden,Tiefencastel,CE,NA,OE,TRUE,694,SVOE07,MP6,46.65954204611294,9.518858344592944,0,82,3989025593,NA
MP6-GR-PE-9,2108,Graubünden,Peist,CE,NA,OE,TRUE,611,PEOE01,MP6,46.85788446396631,9.68919549941949,3,191,ANU1260048,NA
MP6-GR-PE-10,2137,Graubünden,Peist,CE,NA,OE,TRUE,611,PEOE02,MP6,46.85862853027491,9.697098008576564,5,194,ANU40001,NA
MP6-GR-PE-11,2196,Graubünden,Peist,CE,NA,OE,TRUE,611,PEOE09,MP6,46.86160994695873,9.68279153608474,6,155,ANU1244021,NA
MP7-GR-RH-8,724,Graubünden,Rhäzüns,CE,NA,OE,TRUE,611,RHOE08,MP7,46.79037665979684,9.39720144316557,15,299,ANU2020965,NA
MP7-GL-MA-13,867,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI01,MP7,46.95513486601334,9.169089104474784,2,79,7717,NA
MP7-LU-GR-7,867,Lucerne,Greppen,CI,NA,WE,FALSE,616,GEWE09,MP7,47.05737543083658,8.446918035248865,17,298,LU.KUL.91542,NA
MP7-GR-BO-5,880,Graubünden,Bonaduz,EI,NA,OE,FALSE,613,BOOE10,MP7,46.79481982691301,9.347202391213749,14,264,72119476130000j00,NA
MP7-GL-MA-14,889,Glarus,Matt,CI,NA,WI,FALSE,613,MAWI04,MP7,46.95243747337902,9.167529538335756,20,70,7725,NA
MP7-GR-BO-6,1071,Graubünden,Bonaduz,CE,NA,OE,TRUE,611,BOOE07,MP7,46.797320083323704,9.3590832533279,19,301,ANU2044640,NA
MP7-GR-FL-10,1106,Graubünden,Flerden,CI,NA,WI,FALSE,613,FLWI06,MP7,46.70369039643661,9.414610367861751,6,84,6622486130000j00,NA
MP7-GR-FL-11,1174,Graubünden,Flerden,CI,NA,WI,FALSE,613,FLWI03,MP7,46.70379305830747,9.411157822476335,4,63,662606130000j00,NA
MP7-GR-TI-7,1214,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI02,MP7,46.66810258546295,9.542717640904712,4,66,54232236130000j00,NA
MP7-GR-TI-8,1247,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI07,MP7,46.669050035510935,9.540140126639338,3,51,54232216130000j00,NA
MP7-BE-BE-9,1281,Bern,Beatenberg,CE,NA,OE,TRUE,611,BEOE09,MP7,46.694100318660496,7.772644935356083,45,168,856362,NA
MP7-BE-BE-10,1292,Bern,Beatenberg,CE,NA,OE,TRUE,617,BEOE05,MP7,46.70163183795197,7.822563705443963,25,144,313706,NA
MP7-GR-TI-9,1295,Graubünden,Tiefencastel,CI,NA,WE,FALSE,616,SVWE05,MP7,46.66912225483894,9.536221277900436,20,12,54232286160000j00,NA
MP7-GR-RH-9,1309,Graubünden,Rhäzüns,CE,NA,OE,TRUE,611,RHOE05,MP7,46.77184384906347,9.392157134902297,20,32,ANU31470,NA
MP7-BE-BE-11,1339,Bern,Beatenberg,CE,NA,OE,TRUE,611,BEOE07,MP7,46.7048560076883,7.8256923801113745,19,134,236418,NA
MP7-GR-RH-10,1347,Graubünden,Rhäzüns,IE,NA,WE,TRUE,611,RHWE02,MP7,46.78104300131131,9.384777215846189,12,57,ANU2021048,NA
MP7-GR-TI-10,1355,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI01,MP7,46.666400504855616,9.537422689122714,6,47,54231996130000j00,NA
MP7-GL-MA-15,1364,Glarus,Matt,CI,NA,WI,FALSE,616,MAWI09,MP7,46.96654717905556,9.186384223401529,7,176,7953,NA
MP7-GR-UR-2,1401,Graubünden,Urmein,CI,NA,WI,FALSE,613,FLWI08,MP7,46.702185121211635,9.397551715804372,8,106,6622856130000j00,NA
MP7-GR-UR-3,1407,Graubünden,Urmein,CI,NA,WI,FALSE,613,FLWI07,MP7,46.6990392301327,9.395345023972355,3,122,6622976130000j00,NA
MP7-GR-TI-11,1420,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI09,MP7,46.662779510836735,9.53858900565015,15,53,54231266130000j00,NA
MP7-GR-TI-12,1448,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI11,MP7,46.66098104926807,9.53851906204112,15,50,54231396130000j00,NA
MP7-GR-SP-9,1460,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI07,MP7,46.5521430189382,9.330816647911016,1,329,7147656130000j00,NA
MP7-GL-MA-16,1462,Glarus,Matt,CE,NA,OE,TRUE,611,MAOE02,MP7,46.97292458771889,9.177813937388054,7,225,8063,NA
MP7-GR-SP-10,1469,Graubünden,Splügen,CI,NA,WE,FALSE,613,SPWE05,MP7,46.55824221708178,9.342770053893078,18,322,7148346130000j00,NA
MP7-GR-TI-13,1474,Graubünden,Tiefencastel,CI,NA,WI,FALSE,613,SVWI08,MP7,46.66100511880533,9.537212974777557,12,63,54231456130000j00,NA
MP7-GR-FL-12,1475,Graubünden,Flerden,CI,NA,WE,FALSE,616,FLWE06,MP7,46.70495024458131,9.393728029059517,10,72,662272b6160000j00,NA
MP7-GR-SP-11,1491,Graubünden,Splügen,CI,NA,WI,FALSE,613,SPWI09,MP7,46.54893390172935,9.307228414765852,1,131,714256130000j00,NA
MP7-GR-PE-12,1494,Graubünden,Peist,CI,NA,WI,FALSE,613,PEWI07,MP7,46.834532009796625,9.686907664644242,12,218,921125536130000j00,NA
